item_id	v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24
77	-0.3683489610315795	0.2598564905164616	0.07601038632261133	-0.10579024384042766	0.022970330526693013	0.040795256667610545	0.11793761796490196	0.08779377133618217	0.014134773942493963	0.15746909558412026	0.11555911867781431	0.0945292624341814	-0.023201117226709183	-0.11024019828590037	-0.028756995520740593	-0.03558453255665574	0.06129680313456691	0.05231032141732424	0.022228739582185766	-0.005453111937039221	-0.02288389832602662	-0.04070091410245414	-0.05110735004413974	-0.031247984817308738	0.007030130431849353
166	-0.41351044983126106	0.22595630429633845	0.1481857991871557	-0.10762874462284873	-0.027172695580903575	0.1669823879013449	0.07412898192752347	0.049714918679630044	-0.002051433721872652	-0.030380642117905764	0.01337055849974262	-0.022019609763718972	-0.0008659305891770509	-0.0019299212468938665	0.01783494875771111	-0.008444393089123765	-0.02505211880084953	0.0666043770915523	-0.006253016354052035	-0.006311991386841566	0.005782953766984951	-0.05224956303253557	-0.029441031636578158	-0.019089434191443613	-0.015543765795651181
97	-0.26227225845536545	0.08560472843769908	0.10836239616383313	-0.0880316251679378	0.016852946346427086	-0.0074138744951241144	-0.029873538968324564	0.0417544846317194	-0.05330210098117769	0.04011047670902183	0.009610611942902487	-0.041318360329247336	0.02511695755094411	-0.08603718642896539	-0.006775937832797746	0.04310339829873347	0.15542411615866064	-0.027479340967041195	0.053088978416303875	0.04279932323969136	0.008469550415046342	-0.03914765233794698	0.07895347704728012	0.0022986270883185896	-0.006001852951203236
90	-0.10607818335259493	-0.01577945429579747	0.021120573697322776	-0.05019024641856959	-0.009808667736742145	-0.11003309559013714	-0.09379389156693016	-0.001931020425967832	-0.02564064769118181	0.04493802716798543	-0.03315487874961459	0.043874219464265306	0.03668882809797304	0.0517096134959047	0.01517770385279411	-0.05064635397795077	0.08325988975639598	-0.033792072275357556	-0.026498659658946506	-0.024691945832085626	0.03211618791526383	0.03617823014054479	-0.007546978508644544	0.10427265381933865	-0.0469020779533248
149	-0.23641325923815085	0.3796130143686961	-0.09462149780035559	-0.04143845376754712	0.06121951019732985	-0.05105300131777943	-0.0213563967619187	-0.09145210565936886	0.06920507155667467	0.020514868409559184	-0.05300147768851567	0.024961403770994095	0.0027541467244185766	0.007346845897031838	0.009264829183286482	-0.059044896724696615	0.10602510863536757	0.07855883300020033	0.12144539661429021	0.0049340566530512945	0.0107321115279337	0.09612051159069246	0.05890914447969851	-0.09649894814571701	-0.01135559461060648
176	-0.10080820568638005	-0.07195298724923906	0.10471538956819113	-0.07303725851753588	0.03191903860032225	0.03536898571722647	0.02833519771884783	0.04059589899725305	-0.09535013993972141	0.10322494089651968	0.08655808100364842	0.09080089180171069	-0.002947836248763069	-0.02573774817110341	-0.08709415252250598	-0.09372645005235879	-0.009656635983048157	0.02832572380200598	0.05727351055551774	-0.019089639474613215	0.008652992183252915	0.017735899992382547	-0.01865516018890705	0.03068242212094086	0.08946255575726515
30	-0.23240637278267642	0.4191875000129084	-0.14035069863475777	-0.024093801443077302	-0.002577578589590601	0.009118604348098492	0.0570132746052412	-0.0062126713540150685	-0.028655883208039707	-0.06107298583489387	0.00862007458517727	0.01750326761098458	0.11237437424483096	-0.011871396620035087	0.1317826399624504	0.0434500127973302	-0.07478207371556594	-0.019251106764564735	0.023613577626375	0.03316856530390539	-0.06326744605053237	0.005075092560263831	-0.041591887144699226	0.07744248791079025	-0.042558015500311165
100	-0.24223597243279765	0.034212835962732	0.09692090345494127	-0.08569800992365643	0.03413359769282992	0.030804755986153176	-0.005151825016484597	0.03420635322492125	-0.022727240367011778	0.010248130855336263	0.05241708804124288	-0.013136255512030107	-0.0474197948681388	-0.004919436809864219	-0.040357538842394736	-0.05610190404172232	-0.07963762605555375	0.01538220941987134	0.05628245759338331	0.01723202613456223	0.1659142817843199	0.021330180944292416	-0.00997690491937256	-0.06527046418450048	-0.040715190906193
67	-0.33126306249839854	0.26775802829244455	0.09479484725945628	-0.0837485206387742	0.06589526097197973	0.0337995728662148	0.058104456689985616	-0.11571424563833842	0.06412477872715823	-0.027967113805559562	-0.016720250930880566	-0.02468507014053162	0.001798734019671222	-0.061840575117225544	0.03578251088515391	0.004973197689928151	-0.04112711353697018	-0.07765494465352851	0.09544423861980139	0.07002181092964022	-0.059994089793438656	0.034748621821289516	0.00903832952417789	0.01993374650038427	-0.04219551060343731
36	-0.3625215562508637	0.06653375558323303	0.2905427339446511	-0.1376422247962163	0.04951797087433124	-0.06687865696671932	-0.03386162934807173	0.06010043026859921	0.036077856822113716	0.0562663274048098	-0.0565073205760191	0.022955167759034452	0.07093419447242873	-0.009874972878584099	0.018370899148451483	-0.0013731354988517797	0.040950161284148565	0.0328947100177141	-0.043725532128579714	0.100498506514119	-0.01858096899644412	0.028904732845087065	0.04599615555521404	-0.04318225072592431	-0.009260407339387551
