user_id	u0	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	u11	u12	u13	u14	u15	u16	u17	u18	u19	u20	u21	u22	u23	u24
1156	-0.3807488010252941	0.2924514398609211	0.1083876252878626	-0.13486831446826264	0.010472671070649253	-0.04074432505660972	0.06331835289055344	0.045557347302056926	0.12663249551750935	0.12350408997382464	0.11889343201173018	0.029359647210457973	-0.1115485540716817	0.016592272606162983	0.07438799120136606	-0.018482234299796778	0.09198985188896532	-0.025667155947121646	0.08227443009525219	-0.012128023068670935	0.040743990386151854	-0.046298137075900865	-0.008476387765309214	-0.008684136934856526	0.0052065739888713745
207	-0.1418434233456514	-0.02613152279917202	-0.06479476425622724	-0.039702055284353534	-0.025135226570151707	-0.00588457082418851	-0.05676373242593028	0.04570042580848257	-0.11858298102179728	0.002596075976546151	-0.03807119826232001	-0.00865456181533755	0.046181693546593724	0.00293112813216574	-0.05250675561844696	0.0589997481797274	-0.041892330354548674	-0.045991340718956115	0.026725792277452334	0.021615746245050645	-0.04233176405718452	-0.011847196215229864	-0.015672006110957596	-0.010246224119843255	-0.07106772848778138
1288	-0.33089048403268007	0.18779198197238386	-0.09094680191501552	-0.10420463336220821	0.015659732931982317	0.05053680470926123	-0.0882997995599029	0.02467952839269353	-0.001013286930603183	0.02995259133685111	-0.06834140415552009	0.012036232084738427	-0.05798843509725124	0.05325118251897988	0.03975570517377988	-0.10431266485206862	0.04069761235595342	0.04698326263630396	0.021803013187445205	0.035658638312966555	-0.009211135258297165	-0.005129358202310958	-0.0006859124646058742	-0.03012121959205054	0.0023542687572245796
1177	-0.454907985738176	0.32090548908989247	-0.08679423582704185	0.0629576354828347	0.011262436316031181	0.024034569469958914	0.018669543879830365	0.012802709479604647	0.09383595701773226	-0.004169436229741767	-0.005248263288785305	0.032642016801369786	0.03669134623799472	-0.028568453804153966	0.03907101369796952	-0.030201126117353552	-0.009156048830534062	-0.004404916034935763	-0.05043412975777153	0.06739016946331261	0.045553439312149765	-0.05503623431210496	-0.008957911868817113	0.04082140409326979	-0.04802349597064742
684	-0.2448955183755559	0.2980791652674073	0.32701731778970905	-0.07830608385586996	0.04435402922656299	0.04127856039344969	-0.025057754663231444	0.009781720030006427	-0.10868283534902232	0.06503816394065977	-0.05615757135089051	-0.06110004531101358	0.03284946533406441	-0.03294211591487541	0.10172598951983061	0.06308846107466937	0.17171824024157126	0.05015705594003309	-0.0029232602210000217	0.0049105095917895926	-0.00377774033923456	0.014323735215086538	-0.032666372403960614	0.021161113776673048	0.09493165508237807
1493	-0.33028417622810663	0.14995945300128985	-0.1596003696513426	0.07196063401075502	0.028194381954455512	-0.03824728407690139	-0.022591227678480846	0.05465356093290006	0.1709073050229006	0.009676699247423369	0.049818176950408556	0.05554138716449732	0.08991169885272232	0.12451028866069754	0.12238942623669005	-0.015369140489046714	0.029634638159080285	-0.06048990305023664	0.05412115450651717	0.015138347860060802	-0.043458738075388796	-0.10556749800830145	0.012811441181115527	-0.07259020085809419	0.005524084733832495
282	-0.3090871574112077	0.2883091952884164	0.1405988698548977	-0.09033858986610295	0.0008191311773091554	-0.006815685491991934	0.03938277039657983	0.0022768666565576227	-0.0036009392880119694	-0.10325614303703083	0.06421135828334236	0.039172634566380767	0.0836063377181835	0.08837685423477841	-0.01187137024610132	0.08202115593299891	0.006801698090941763	0.016287492795554064	0.0316106711215946	-0.11091099165030743	-0.06825112771350762	0.0033012653676277037	0.0953503399252722	-0.0024714283340122093	0.08792145065490115
862	-0.31627616941368547	0.17424862511543263	-0.044764847549357105	-0.09552129916199822	0.028318088504012393	-0.019866527842357644	-0.025378739292433415	0.039562857834155654	0.07826443456381009	0.031157757469914442	-0.006693685792683488	0.026185271179117106	-0.0681050288011023	0.050643605206611784	-0.02555524417397648	0.0625286237158485	0.05761115729646744	0.0004200137542700099	-0.006244532319238283	0.030811212238850312	0.02001864655998102	-0.028566060431991763	-0.04765892057763011	0.02724664143614134	-0.0332118013674527
949	-0.21673436604877022	0.05617141610183483	-0.1653567232133409	-0.07780995417579037	0.07292361027871462	0.16075005837065082	-0.15673105895442668	0.0985716814330147	-0.05626697572207178	0.08084326134116893	0.045833176046438974	-0.06728588036590714	0.04935594556810482	0.055523350145433845	0.05831898182947357	0.0120757538600803	-0.014557449845474765	0.13464097425038513	0.07224611415601649	-0.01595556773465343	0.004433661769325762	0.07536156467234002	0.046819142663615934	0.03336542045109012	-0.10959186426364519
1435	-0.28325003727153375	0.038821510275675646	-0.1561661477620865	-0.10548428782809831	0.021787800320446984	0.026089639213546196	0.031233573504231546	0.04487710109144167	0.053468008861933786	-0.000607846948537977	0.05598673113012468	0.17538110875669183	-0.1250037898055538	-0.021903979463742503	-0.08308776789178206	-0.08446942645811516	0.030604479839914735	0.0020833186649457636	-0.05860501019771865	-0.09265086392977613	0.030557923533888136	0.10259044960800436	0.03585048110148845	0.02946563853433098	0.012364116307369012
