user_id	item_id	date	period	label	rating	timestamp
1156	77	20010304	1	1	5.0	983694058000
207	166	20010306	1	1	5.0	983907220000
1288	97	20010409	1	0	3.0	986821060000
1177	90	20010611	1	0	3.0	992218920000
684	149	20010817	1	0	3.0	998020247000
1493	176	20011105	1	1	5.0	1004998107000
282	30	20020411	1	0	3.0	1018540627000
862	100	20020606	1	1	4.0	1023370214000
282	67	20020722	1	0	3.0	1027355853000
949	36	20020905	1	1	5.0	1031233447000
1435	146	20030730	1	0	2.0	1059544149000
342	52	20030801	1	1	4.0	1059764092000
271	46	20031218	1	1	5.0	1071756809000
1214	88	20040516	1	1	5.0	1084713167000
1256	170	20040605	1	1	5.0	1086431125000
131	285	20041015	1	1	4.0	1097827792000
1559	227	20050112	1	0	3.0	1105546263000
1003	53	20050114	1	1	4.0	1105742766000
1003	40	20050126	1	1	4.0	1106766774000
1003	182	20050211	1	1	4.0	1108152831000
562	256	20050329	1	1	4.0	1112073360000
927	32	20050406	1	0	3.0	1112797913000
927	33	20050406	1	0	3.0	1112805064000
558	265	20050411	1	1	5.0	1113249758000
1003	54	20050424	1	1	5.0	1114375537000
1311	67	20050509	1	0	3.0	1115676061000
179	166	20050722	1	1	5.0	1122040069000
1558	37	20050821	1	1	5.0	1124663419000
909	282	20051014	1	0	2.0	1129299533000
306	295	20051211	1	1	5.0	1134274022000
1523	328	20060207	1	1	4.0	1139325295000
1047	471	20060216	1	1	5.0	1140107142000
1513	223	20060222	1	1	4.0	1140571598000
1003	43	20060402	1	1	4.0	1144012004000
181	182	20060411	1	1	5.0	1144777814000
613	267	20060526	1	1	5.0	1148652190000
1413	166	20060616	1	1	5.0	1150488967000
1342	543	20060720	1	1	5.0	1153359346000
127	166	20060804	1	1	5.0	1154715569000
493	33	20060823	1	1	5.0	1156304120000
815	525	20060831	1	1	4.0	1156995133000
1439	573	20061013	1	1	5.0	1160744936000
390	289	20061031	1	1	5.0	1162321917000
212	560	20061101	1	1	5.0	1162394812000
1054	352	20061105	1	1	5.0	1162760668000
1481	569	20061117	1	1	5.0	1163805156000
1231	50	20061118	1	1	5.0	1163871754000
234	486	20061118	1	1	5.0	1163840964000
862	437	20061219	1	1	5.0	1166561186000
230	432	20070101	1	1	5.0	1167660760000
613	145	20070213	1	1	4.0	1171400200000
1177	663	20070330	1	1	4.0	1175278860000
518	512	20070407	1	1	4.0	1175911080000
194	619	20070420	1	1	4.0	1177043881000
1342	582	20070424	1	1	5.0	1177440506000
1307	84	20070510	1	1	5.0	1178821018000
1513	573	20070520	1	1	4.0	1179673941000
1412	79	20070612	1	1	4.0	1181667866000
393	542	20070704	1	1	5.0	1183556822000
946	468	20070720	1	1	5.0	1184921708000
473	185	20070725	1	0	3.0	1185340025000
613	36	20070812	1	1	4.0	1186900965000
528	652	20070815	1	1	4.0	1187162770000
1354	622	20070905	1	1	5.0	1189019796000
1355	166	20071003	1	1	5.0	1191454233000
890	635	20071008	1	1	5.0	1191851236000
218	441	20071102	1	0	1.0	1194002612000
1592	754	20071201	1	1	5.0	1196546548000
704	232	20071230	1	1	5.0	1199000588000
1159	740	20071231	1	1	5.0	1199095402000
1364	200	20080106	1	1	5.0	1199661317000
78	398	20080131	1	0	3.0	1201789434000
440	669	20080306	1	1	5.0	1204846257000
1486	554	20080328	1	1	5.0	1206669048000
204	775	20080409	1	1	5.0	1207713580000
1426	274	20080411	1	1	4.0	1207930116000
1506	307	20080412	1	0	3.0	1208020778000
1256	352	20080414	1	1	5.0	1208162190000
1506	801	20080502	1	0	3.0	1209698910000
1355	814	20080612	1	1	4.0	1213245466000
272	822	20080718	1	0	3.0	1216422474000
616	14	20080802	1	1	5.0	1217688176000
1231	58	20080904	1	1	5.0	1220538501000
1596	319	20080921	1	0	2.0	1221966342000
459	542	20081021	1	1	5.0	1224560878000
59	101	20081103	1	1	4.0	1225744687000
1055	529	20081118	1	1	4.0	1227027703000
1001	519	20081124	1	0	3.0	1227552448000
1055	460	20081126	1	1	4.0	1227742486000
762	839	20081214	1	1	5.0	1229257599000
1112	436	20081221	1	1	5.0	1229903572000
506	838	20081225	1	1	5.0	1230165135000
1545	336	20081227	1	0	3.0	1230395147000
1412	916	20090105	1	1	5.0	1231175693000
1222	723	20090112	1	1	5.0	1231777601000
417	584	20090123	1	1	5.0	1232690121000
1200	450	20090128	1	1	4.0	1233108984000
1177	870	20090205	1	1	4.0	1233856330000
1611	612	20090205	1	1	4.0	1233812738000
523	925	20090208	1	1	5.0	1234117398000
699	171	20090210	1	1	5.0	1234230610000
783	182	20090215	1	0	3.0	1234733731000
1294	32	20090226	1	1	5.0	1235677969000
835	638	20090302	1	1	5.0	1236031923000
1281	493	20090325	1	1	4.0	1238009598000
1105	386	20090407	1	1	5.0	1239063679000
334	552	20090410	1	1	5.0	1239330422000
895	92	20090413	1	0	3.0	1239642588000
1055	964	20090428	1	1	5.0	1240942009000
32	531	20090504	1	1	5.0	1241479832000
737	870	20090515	1	1	5.0	1242408450000
615	305	20090528	1	0	1.0	1243509048000
188	62	20090604	1	1	5.0	1244085001000
533	298	20090617	1	0	3.0	1245197017000
66	911	20090710	1	1	5.0	1247225930000
1592	352	20090718	1	1	4.0	1247936633000
1112	979	20090815	1	0	1.0	1250351256000
656	974	20090823	1	1	4.0	1251011598000
864	996	20090831	1	1	5.0	1251748802000
1307	891	20090902	1	0	3.0	1251921990000
1268	138	20090902	1	1	5.0	1251896266000
72	911	20090920	1	1	5.0	1253429741000
1524	882	20090920	1	1	4.0	1253409788000
1336	812	20090924	1	1	5.0	1253807938000
1412	968	20091007	1	1	5.0	1254931744000
1441	935	20091011	1	1	5.0	1255228815000
605	1007	20091026	1	1	5.0	1256600537000
413	860	20091101	1	1	5.0	1257041052000
884	454	20091106	1	1	4.0	1257539579000
1316	439	20091120	1	1	5.0	1258685719000
1481	481	20091126	1	1	5.0	1259221421000
58	856	20091129	1	1	5.0	1259453708000
871	944	20091209	1	1	5.0	1260371363000
1449	563	20091221	1	1	5.0	1261413221000
722	737	20091223	1	1	5.0	1261607383000
1468	971	20100131	1	1	5.0	1264906875000
773	277	20100203	1	1	5.0	1265226097000
1583	307	20100206	1	0	3.0	1265492025000
1125	390	20100207	1	1	4.0	1265579354000
1222	846	20100210	1	1	5.0	1265818646000
1535	736	20100227	1	1	5.0	1267296308000
1506	919	20100307	1	0	3.0	1267975473000
621	813	20100322	1	1	4.0	1269299401000
1561	169	20100401	1	1	5.0	1270137082000
1143	225	20100413	1	1	4.0	1271124424000
1	166	20100415	1	1	5.0	1271343964000
1173	320	20100422	1	1	5.0	1271961490000
1	539	20100503	1	1	5.0	1272882492000
1	677	20100520	1	1	4.0	1274382770000
193	75	20100604	1	1	4.0	1275668165000
610	303	20100609	1	1	5.0	1276048099000
1476	1023	20100718	1	1	5.0	1279429586000
879	893	20100729	1	1	5.0	1280428466000
403	1116	20100820	1	0	3.0	1282268861000
962	1000	20100829	1	1	4.0	1283109182000
434	774	20100906	1	1	5.0	1283797986000
1015	710	20100906	1	1	5.0	1283737508000
360	1081	20100912	1	1	5.0	1284258365000
1435	704	20100918	1	1	4.0	1284788472000
67	751	20100921	1	1	4.0	1285032886000
786	284	20101004	1	1	5.0	1286194592000
1222	0	20101007	1	1	5.0	1286465429000
1131	1116	20101015	1	1	5.0	1287163260000
659	859	20101018	1	1	5.0	1287405504000
591	123	20101023	1	1	5.0	1287864746000
1487	785	20101029	1	0	3.0	1288358591000
1323	111	20101107	1	1	5.0	1289160856000
151	925	20101119	1	1	5.0	1290196316000
460	1159	20101122	1	1	5.0	1290454828000
1535	953	20101122	1	1	5.0	1290455737000
1331	1148	20101124	1	1	5.0	1290622362000
1477	1159	20101127	1	1	5.0	1290881526000
214	417	20101128	1	1	5.0	1290987609000
1050	241	20101129	1	1	5.0	1291050924000
464	1082	20101228	1	1	5.0	1293516987000
163	944	20110124	1	1	5.0	1295901370000
1604	1173	20110126	1	1	5.0	1296050890000
1412	1093	20110127	1	1	5.0	1296149650000
881	1053	20110213	1	1	4.0	1297600371000
719	945	20110218	1	0	3.0	1298013815000
393	374	20110220	1	1	4.0	1298233525000
1405	940	20110221	1	1	4.0	1298317018000
1450	310	20110225	1	1	5.0	1298603704000
1522	351	20110228	1	1	5.0	1298924401000
720	927	20110306	1	0	2.0	1299381783000
1535	1139	20110309	1	1	5.0	1299652405000
1033	231	20110313	1	1	5.0	1300022633000
642	817	20110407	1	1	4.0	1302191261000
95	464	20110407	1	1	5.0	1302220153000
409	1127	20110410	1	1	4.0	1302397171000
1377	815	20110504	1	0	1.0	1304473497000
360	853	20110508	1	1	5.0	1304829908000
1291	1215	20110512	1	1	4.0	1305210862000
1318	1105	20110516	1	1	5.0	1305562262000
1318	176	20110516	1	1	4.0	1305561917000
1477	1136	20110520	1	1	5.0	1305854433000
1019	869	20110526	1	1	4.0	1306428626000
28	1232	20110605	1	1	5.0	1307240393000
1284	480	20110609	1	0	1.0	1307653321000
214	322	20110610	1	1	5.0	1307735024000
358	844	20110612	1	1	5.0	1307917953000
997	79	20110613	1	1	4.0	1307927106000
344	785	20110613	1	0	3.0	1307983024000
929	317	20110616	1	1	5.0	1308224438000
990	1058	20110616	1	1	5.0	1308240029000
1336	753	20110617	1	1	5.0	1308328465000
1041	439	20110619	1	1	5.0	1308522078000
1041	462	20110625	1	1	5.0	1308962932000
1262	1022	20110706	1	1	5.0	1309926147000
1231	1077	20110715	1	1	5.0	1310736896000
183	934	20110715	1	1	5.0	1310760304000
390	72	20110731	1	1	5.0	1312141791000
1409	816	20110806	1	1	5.0	1312628806000
1503	272	20110809	1	1	5.0	1312933024000
583	1218	20110814	1	1	5.0	1313328711000
902	617	20110817	1	0	1.0	1313611533000
411	1232	20110819	1	1	5.0	1313765994000
1095	933	20110823	1	1	4.0	1314117941000
1502	593	20110824	1	1	5.0	1314213092000
96	810	20110826	1	1	4.0	1314382683000
96	731	20110826	1	1	5.0	1314385020000
96	877	20110826	1	1	4.0	1314387319000
96	784	20110826	1	1	5.0	1314392388000
352	166	20110827	1	1	5.0	1314417502000
96	1248	20110830	1	1	4.0	1314683763000
