video_id	period	v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24
0	1	0.501481187430492	0.020665678446104938	-0.020736578971830302	-0.04166138377937136	0.37692331700715526	0.06508973362705138	0.030660180901064787	0.020863569692388777	-0.029219189501792975	-0.04831955817903703	-0.0410439774523831	-0.007203432530278775	0.019239917409174887	0.0031287770568523875	-0.005268521632215837	0.007205925728283813	0.046220545799915434	0.0036936317529696126	-0.008387047835753187	0.004614799909734862	-0.02966408982429941	-0.020018347518312177	-0.011662850069785038	-0.004575151273697925	-0.012899925147195762
0	2	0.4335514475485766	0.06764419422910137	-0.02970988706626601	-0.15522077664130957	-0.07637797584730086	0.01056352606590251	-0.01064371850093855	-0.01124938974836381	-0.01762500063256569	-0.02929194381463074	-0.03017436101974653	-0.02859528155646087	0.023088739317401342	0.01251347393823983	-0.02501271612369736	-0.00062895458504063	0.02963427729992026	-0.00015454911530232016	0.0048029975024428805	-0.006459637462028529	-0.02998307583463463	-0.01675929592108577	-0.01323743988002531	-0.011941216944160869	-0.025571919045002812
1	1	0.49956799852964257	0.0210362174786732	-0.021181423069966475	-0.045534171416879585	0.37104786059717537	0.06631124366944217	0.03260745272879256	0.02881573606623459	-0.03637106304820194	-0.053873686893854765	-0.05112225403229855	0.021882902867302174	-0.01568057436987069	-0.005229720841612813	-0.0016929221251259126	0.019359422856241888	0.05646196508302031	0.014720440390476576	-0.020343482594170126	0.03493404228500671	-0.05137676929384645	-0.02406308640652144	-0.014611438634077075	-0.00569853217792565	-0.0027837316462019624
1	2	0.46052800346332123	0.04803769330384457	-0.026339370221637858	-0.11079944363079561	0.11052701884346279	0.03497812168380799	0.00886943525780217	0.01036275393433768	-0.02970945343634245	-0.0429400759305172	-0.044875497239787135	0.00958991556802107	-0.013471319052069261	0.00016531634779526003	-0.01304180580813894	0.014857732947603841	0.04692893596779738	0.01250816162202941	-0.01276459758845736	0.028569108988290536	-0.05156018413083997	-0.022190154025649618	-0.01551591323230565	-0.0099320024424879	-0.01006713960714838
2	1	0.4954659372937646	0.02237173108778255	-0.019701095603444574	-0.04408859131726131	0.3369225572245973	0.0618466311134073	0.033816934665800026	0.018591580938928074	-0.022635067395390764	-0.04367766537773535	-0.0278235662159796	-0.010417153064403025	0.007839067595453787	0.0055676663552533	-0.0005343183899025375	0.0037059387606240626	0.025783404505640976	0.0046054813264439255	-0.008661993289032225	0.00547356091832745	-0.023038943218745927	-0.013142593580877212	-0.0035921107091610753	0.00019911271238937702	-0.004826303299595488
2	2	0.49153008561047046	0.02509403671358325	-0.020221130563637647	-0.05066843475071645	0.31065769425182416	0.058687930130751506	0.03142373237219656	0.016731347800901568	-0.02196352125548662	-0.042575450487660246	-0.02719378731909398	-0.01165642749447854	0.00806164310088803	0.00611164676606129	-0.00167853446152339	0.00325217691583359	0.02482228847572517	0.00438243216053127	-0.00789799186707303	0.00483184890796646	-0.02305745949569197	-0.012953778590904168	-0.0036832731242868602	-0.00022769402485380079	-0.00556060771585518
3	1	0.49998667765939053	0.019338337776439087	-0.01972165534588604	-0.032540162504526314	0.3804998960377981	0.06652630161730251	0.038938562067034097	0.027026454940982613	-0.024475798057337426	-0.04216469600160075	-0.03508321443269456	-0.002365142426927175	0.0128812126605851	-0.001394866818395075	0.0010295443631755125	0.008685988736383213	0.03531760322472306	0.0045558011100601	-0.008354312823157488	0.010940269563438187	-0.021592734608809262	-0.012928150742899325	-0.00653105103344475	0.00021959384045986286	-0.0014330822918347875
3	2	0.4632943235989434	0.04472035902501354	-0.024570464089859002	-0.0938830245960649	0.13563799837477716	0.037083406296237756	0.01662674646961953	0.00968718128196654	-0.01821657235996111	-0.03189086498623629	-0.029211972183772326	-0.013917142429037261	0.01495254401666098	0.0036782491408417703	-0.009639146544372621	0.0044575534630837705	0.02635672132851959	0.00247607622434184	-0.00123355759720471	0.00495716175704416	-0.02176598014704438	-0.01116805865403612	-0.00738035672553423	-0.0037594855715609903	-0.008279215449302829
4	1	-0.4154515776720434	-0.21957177571637895	-0.017902333774409886	-0.1363695857035663	0.186375348966453	-0.09098556326116213	-0.11663782439141739	0.0640649382538541	-0.44336038188942734	0.8355902347166143	0.2219775019350069	0.18208420163582933	-0.03572275769873121	-0.012070798887789174	0.04462256533518043	-0.002831143935872775	-0.038195071818092584	0.009496424101818075	0.01485108208579675	0.015549277526532387	0.018736879583557527	0.018390099687070602	0.013909046884452662	0.009874840633100837	0.011357324097573101
4	2	-0.4605759134404005	-0.18835917856436427	-0.02386473709594614	-0.21180786979418592	-0.1147525670197638	-0.12719776052057533	-0.14407645639496697	0.042738502702018136	-0.43566155472395396	0.8482265025164375	0.22919797356107594	0.1678762824429911	-0.0331727226999783	-0.0058331106076087	0.03150317955157535	-0.00803273672463468	-0.04921459269085298	0.00693914153384802	0.02360953763653015	0.00819176187861604	0.01852426329559318	0.020554826281043482	0.012864266838023261	0.00498135912976129	0.00293843373198455
5	1	0.4781024101679929	0.018878188881850777	-0.653725113425202	0.6813135319837431	0.07276934918443703	0.015239372978625538	0.04064665656414691	-0.0011669264106967	-0.008857660793979299	-0.008515459319254612	-0.0022878117489893127	0.021493625490775062	0.0055346823684901125	-0.0087814780630617	0.016000833267270774	0.009002970978542874	0.010397702350993125	0.0025630658172096626	0.00612367332551705	0.014104773602651124	0.0018925872890316125	0.0014878091551642375	0.001034996721947775	0.008650805437451262	0.00512854944386655
5	2	0.443933519944906	0.04253758249254072	-0.6582458113370783	0.6241773742192287	-0.15529322828918385	-0.01214741864004465	0.0198624987368793	-0.01729303393802428	-0.0030372220777182698	0.00104027481003238	0.0031807186465862896	0.01074508771997244	0.0074347046995568	-0.004043709146036771	0.00605437400048967	0.00507984037483395	0.0020475055369765403	0.0006235149785236558	0.01274226755894666	0.0085284602802144	0.00172675098448025	0.00312582731586855	0.00024855098907035404	0.00494417602030542	-0.0012502575524893818
6	1	0.48174898506235503	0.0548409333495286	-0.0216811022206322	-0.07281295075023127	0.31640195777368096	0.07384504547418809	0.02848942555888039	0.03931207571071304	-0.035156324020419225	-0.0673734934481007	-0.09690892863240964	0.01103367595525225	-0.0403380516250567	0.3009483951034631	-0.16441274847420634	-0.14896573874616775	0.017741182230564062	-0.5113914812481716	-0.027472672318004123	0.5213272142329963	0.5178689286811814	0.0438586988368678	0.018306918464893962	0.07029843276453382	0.02421119277267741
6	2	0.42935311366463164	0.0910809150960065	-0.02860386894433911	-0.1604065261769528	-0.03324696248358403	0.03179417001046309	-0.0033699312492398202	0.01454713572155426	-0.02621614168422599	-0.05269992585751906	-0.08852504271923729	-0.00546445350502148	-0.03737425359221434	0.30818977067450115	-0.17964478759826957	-0.1550068804473892	0.004946509727864664	-0.5143606902676956	-0.01730157340583437	0.5127845801191332	0.5176225510057472	0.04637231811908839	0.017093229398645098	0.0646165951963529	0.01443590808297277
7	1	0.5044177810800495	0.021326126444926298	-0.025746950972829325	-0.07742844900730633	0.3395163907034412	0.05912242092028321	0.030815507168143977	0.03173978802624519	-0.06729920377953014	-0.10591272430811884	-0.11968762591050772	0.02276367035001155	-0.29284181580364005	-0.5073880463537235	-0.05865682453431579	-0.5267733547504642	-0.42232278234212883	-0.07840327761691102	0.09842480145645069	-0.24647307122593015	0.1707151850848109	0.0288725668429922	0.014503734055237088	0.0036163860567240127	0.008620186063934887
7	2	0.45544756262049413	0.05519720739482602	-0.03221725349959317	-0.159295397070834	0.0127267757140758	0.01982149145177147	0.0010390371705590498	0.00859447055822915	-0.05894376447607329	-0.0921988118424793	-0.11185186028400729	0.007344434253719489	-0.2900723724801389	-0.5006198358529318	-0.07289322292154812	-0.5324192063269907	-0.4342810637600666	-0.08117844817996575	0.10793063743443983	-0.25445729091094116	0.17048483429918995	0.031221827984930572	0.01336947812008978	-0.0016939927624061602	-0.0005160850745342532
8	1	-0.8009520857723403	0.5183583176544453	0.04279991554036884	0.06814686028955233	0.5396615174231749	0.16089871759334562	0.08786933694525596	0.02416690949202271	0.006918197216846188	-0.009371739966093088	-0.06249137820368113	-0.00315430833793445	-0.004336949766278725	-0.012380797207498488	0.023764523108729188	0.004933262153804438	0.018254086354218414	-0.0051492960947763	-0.007716704513451575	-0.006451665602070375	-0.03486626714683805	-0.0092468139621093	0.0030819226346672	-0.027367735483294426	0.011775640476813287
8	2	-0.8433212775574679	0.5476868434957769	0.03719666246962132	-0.00269684976934778	0.25688438670117975	0.12692980410108426	0.06209854702550077	0.0041634104475944496	0.014137062541191339	0.00248090251731732	-0.055711682096360994	-0.01648593505231469	-0.00196713689761834	-0.0065112248195977	0.01143314842091419	6.097104074323002e-05	0.00790167255211603	-0.007552249343432629	0.00049448217787189	-0.0133654029864856	-0.03507054627668858	-0.00721515811386308	0.0021050660200530097	-0.03196350792787673	0.0038675414262303006
9	1	-0.5348689299682566	-0.7731264820558805	-0.013326052057644176	-0.05187577753034499	0.2878909015965863	0.6137908389628437	0.18123952675895533	0.003720356134690525	0.028547649769302613	-0.043109159765286016	-0.013035184827477937	-0.04045088859856449	0.013746864607252513	-0.016385427178933636	-0.047034131401237515	-0.0009014711006836625	0.030861467064452624	-0.011429083422612075	-0.017210787796246952	0.005854210114019175	-0.0281061406286664	-0.031018141335011053	-0.00923134151262295	-0.005686714212210925	-0.000188384350988475
9	2	-0.5601348681220117	-0.7556333710362813	-0.01666895771749492	-0.094123932972623	0.11925529399883925	0.5935379330463758	0.16587210558652624	-0.00820462628203413	0.03285114332909731	-0.03604316300375746	-0.00899166979729773	-0.048398878791378754	0.015154233982034951	-0.01288301767549217	-0.0543881335072426	-0.00380331792173325	0.02468721216541202	-0.012863315811118431	-0.01231609828483785	0.0017311294844411268	-0.02822832157523499	-0.0298068696530644	-0.00981330941483135	-0.00842738719832333	-0.00490527681212001
10	1	0.5424100149708853	-0.041240697195666864	0.7537358266932218	0.5639604958357861	0.21959020446935926	0.018085093572321187	0.09103489616959676	0.024431781754286726	-0.012160396387460113	-0.01645386068201356	-0.007209326065940175	0.04149981775827176	0.0012954179642947626	-0.00883082101706645	0.02633118255029219	0.007950488745896787	0.013344287156622912	0.002610181843840475	-0.005676348456136825	0.008101729903403512	0.005042623705106125	-0.0001337174585778052	0.0024184981183943124	0.010225696650553125	0.011230515289226025
10	2	0.5107220069350544	-0.01819958845301068	0.7492459595985126	0.5103783001372754	0.006240108478584852	-0.005754182754460906	0.07148462334347357	0.01058251475256522	-0.00727708854238872	-0.00823851808833488	-0.0021150837510023825	0.03204701443293014	0.00175788459675974	-0.0037930837896620003	0.016529549929161093	0.0050079020445084905	0.00531999004861951	0.000667786754073488	-0.00017211207141031	0.00268900777911734	0.00466687342937909	0.00133274533685048	0.0018811038442066602	0.00674721068935349	0.005106012897505769
11	1	0.4713723393561183	0.04078794740236096	-0.02445857102653764	-0.08897974463462305	0.2024861089276914	0.041039348507910814	0.030173293064205853	0.027351449434596338	-0.02057388381613405	-0.04224694346675292	-0.0401999793331557	-0.026743986188842675	0.01748505332612535	0.012636469449676675	-0.018683722437810975	0.002162228764608588	0.0400755411358804	0.00388962877413695	-0.005826274460250825	0.00039851176569932496	-0.045761849265718614	-0.02752117004307124	-0.015209378510187225	-0.020005658070430223	-0.019724095184050727
11	2	0.48303973344971507	0.03273277429829084	-0.022919811202282918	-0.06948243913862048	0.28032056093565305	0.05042522158516814	0.037260568673390504	0.03287952681313156	-0.02257111302660528	-0.0455221716419226	-0.042066710190285364	-0.02306418988908419	0.016809088869992307	0.01103202764052532	-0.01530082976236794	0.0035146481536548107	0.04292075567206266	0.00454985714657925	-0.00809924197741794	0.00229725169916206	-0.04570996661707327	-0.028081506761203013	-0.014936514712826398	-0.0187410477187381	-0.01754941464702419
12	1	-0.418743005974083	-0.32568571563595816	0.008577031551706762	0.035072949271981985	0.5089808585632203	-0.20257833126064584	-0.472308888679251	0.7810764637176456	0.05721787257314704	0.0021807325958705	0.03082193361456371	-0.2959992625964551	0.02567690971797114	-0.013147980560901813	-0.04961699914652015	0.0030351300726529124	0.01697716107070265	0.0001330687932169243	0.0296734497400502	0.0016811591710217126	-0.015461967437610975	-0.03606167592551099	0.001124016348830725	-0.004356947146297913	-0.007781054746571675
12	2	-0.46502294296084	-0.29336254561583386	0.00236911088154452	-0.04246670495197513	0.19963831224901135	-0.2392682471708881	-0.5005093838276962	0.7595322512927202	0.06495257314631941	0.01494523986803141	0.03823090669263169	-0.3104192312870367	0.02792805765662944	-0.006565377603245159	-0.06324393363583863	-0.0021030819382841497	0.00559266275083593	-0.00253236858181816	0.03846982136379865	-0.00593664354655151	-0.015742773366703662	-0.03385560838465605	0.00010682721796617713	-0.00938678751496301	-0.01647965349256589
