user_id	u0	u1	u2	u3	u4	u5	u6	u7	u8	u9	u10	u11	u12	u13	u14	u15	u16	u17	u18	u19	u20	u21	u22	u23	u24
0	1.6749928148772522	-0.1523708122390321	-0.5544780183450663	-0.847240478846942	0.4879025717938601	-0.3789856722587187	0.0380271127492827	-0.6831548575099873	-0.0438815231164896	0.4639569048191765	0.3329671889053482	0.0184478204312812	0.6829018059689111	-1.2981267622427564	0.1617834519251286	-0.0257064745700734	-0.4880623137243046	0.5124638720080198	-0.0627863077995117	-0.0931768363116291	-0.158155411981535	-0.2692324059007547	-0.3470082267580517	-0.2448257219013135	-0.1989633028098768
1	-0.3539169463463378	1.110303839591534	1.1850424695332256	-0.1349262340374052	0.1194565687107188	-0.1159825134318608	-0.3870083638717852	-0.2585605166317653	-0.5189411201523386	-0.0956428063100801	0.7664439701034869	0.5395898578918151	0.0894634552279318	0.0063482707503445	0.1002026100049684	-0.7350093496986678	0.6238668595770671	0.3834975840590754	-0.3325775513056287	0.400308905252374	-0.0621419752753436	-0.4198057863403689	0.2745956824907582	-0.1916597840611083	-0.2559651418713303
2	0.3335529209774309	-1.1038013830784186	0.2048091818456962	-0.2326888609793613	-0.0073828766791138	-0.1329455044198985	0.4012753187072537	1.488604397767649	-0.4362642194393852	0.569103288482033	-0.6512063079571614	-0.0320692908198115	-0.1062830186713623	0.0287632862373241	0.1118775598933489	-0.2904769855479372	0.2519761724884839	0.1640080063521568	-0.3606104485881797	0.4212711485935727	-0.7150117424744771	0.1016302572092733	-0.052896361781642	-0.5453868853338785	-0.3499563363182964
3	0.6589801409296817	-1.1721140836034745	0.7628736024406063	0.289276298565337	-0.3131773595715547	0.1959273923362826	-0.1906647947275271	1.2127047818555832	-0.2012226807675416	0.0933778353359778	-0.3092599706094346	-0.4957814969343739	0.411252474987901	-0.4123216260295761	-0.5601238822991477	0.3523063731473965	0.541880561353254	-0.0240621212390124	-0.0194448928741349	-0.2138272885831017	0.1214875260515319	-0.0216917398522831	0.3756334447376168	0.1643211579842792	0.1300350352850685
4	0.2630662851006989	0.7816683709014123	-0.0320649832443776	1.0302374619002186	0.0414087849760306	0.8605811035544548	-0.6772678582950094	0.097409043518457	-0.3187533671786157	0.0465427238298876	-0.4472179895416665	-0.2006422931555391	0.1589861850478975	0.143416528243652	0.1071886722516584	-0.1980636585887363	-0.4302027445360804	-0.3722477646051908	0.1375323189433842	-0.4992613748477372	0.1926331191024403	-0.2081406327902821	-0.273290556572891	-0.1833735644278083	0.1754220639795201
5	0.5117312757202037	-0.8230716722931941	0.7349266270642288	-0.4193472782061975	0.0250637193302786	1.2067095482592711	0.4793665943881281	0.6435767364105986	-0.3906405665939336	0.8572639932390695	0.4031291234969892	-0.5696785327845366	-0.1659569978711723	0.2471333650124972	-0.5872805360429196	0.2455814249106074	-0.0317400905165054	0.0512150784732288	0.2426101401395514	0.1192615955611457	-0.2824393830352186	0.2243817823278345	0.1542958236466144	0.0735911530371268	-0.1056404893339683
6	-0.5676146003383917	0.7869421910649967	-0.5881789795964331	-0.2475405977665207	1.3591218846735982	0.4029637063456996	-0.7408659512168623	-0.1668258688466989	-0.1944040467752806	-0.530069574839287	-0.2516451016308413	0.011023401880806	0.3512797503882868	-0.6983612840299728	-0.2586938074146581	0.1562885392881184	0.5226202131453019	0.0296084877552366	-0.2495408619744032	-0.485980774342723	-0.1655768518787875	0.036738292477091	-0.4290519447762986	0.2366482451083138	-0.2322174080538372
7	1.6005145510749863	-0.1876998875280323	0.0912788636271034	-1.090995799094176	0.3735390724262588	-0.4237640533921158	-0.3476530135394687	0.1496406403505594	-0.0707652262393708	0.390921371131733	0.2175448668301199	0.933672414799338	0.4623197263385282	0.7663007248674842	-0.0419851513006268	-0.0292181502568663	0.1970583513725745	0.216899109476129	-0.3617751697864416	-0.138794357818836	-0.3520926308497258	0.3851894701964951	-0.3030058488959632	-0.1673235400304256	0.1996909942628952
8	0.978901376159354	-1.3449791614277489	-0.2192632237093703	-0.3374766543686886	0.2325344288786482	-0.0322963519619675	0.8769994046558267	-1.5127081093718235	-0.8003430964910867	-0.3227623311745152	-0.2136854601294209	-1.586228139572298	0.3642945903476188	0.0987622909408998	-0.1030542732696186	-0.091275448017214	-0.5420422381933547	-0.1770700131948686	-0.1599285283670056	0.5999334968584045	-0.1066621463499004	0.0814331547812444	-0.3647445252833783	0.1941915393513097	0.1375993476188252
9	1.1488780359294883	0.3135502865422369	0.7356961215483733	0.0814869547862369	-0.4580833643949774	0.5589507487547192	-0.0342450921523551	0.7302831053562362	-0.5045565145147388	-0.6116673085960382	0.2850470011832788	-0.2836975890381957	0.3653520786669696	-0.203404290595361	-0.1829140640575143	0.1352907954102126	0.0271710056148242	-0.0337274913197583	-0.3167697587680065	0.3690682415481796	-0.0069041722853428	0.0373653380339869	0.0526165020027599	-0.0309382144369787	-0.4369443353228594
